word,reading,meaning,level
懐刀,ふところがたな,dagger / stiletto,
懐妊,かいにん,pregnancy / conception,
戒厳令,かいげんれい,martial law,
戒告,かいこく,admonition / warning / caution,
戒名,かいみょう,posthumous Buddhist name,
戒律,かいりつ,(religious) precept / discipline / commandment,
改憲,かいけん,constitutional change / revising the constitution,
改作,かいさく,adaptation (of story),
改札口,かいさつぐち,ticket barrier / ticket gate / wicket,
改宗,かいしゅう,religious conversion,
改称,かいしょう,renaming / retitling,
改心,かいしん,reforming (oneself) / mending one's ways / turning over a new leaf,
改新,かいしん,reformation,
改選,かいせん,election (for a seat or position at the end of a term),
改組,かいそ,reorganization / reorganisation / reshuffle,
改装,かいそう,remodelling / remodeling / reorganization,
改題,かいだい,change of title / retitling / changed title,
改築,かいちく,structural alteration (of a building) / reconstruction / rebuilding,
改訂版,かいていばん,revised edition,
改廃,かいはい,reform and (or) abolition / alteration or repeal / revision,
改変,かいへん,change / alteration / modification,
改編,かいへん,reorganization / reorganisation,
改名,かいめい,name change,
改ざん,かいざん,alteration / falsification / faking,
海域,かいいき,area of sea / waters,
海岸線,かいがんせん,coastline / shoreline,
海がめ,うみがめ,sea turtle,
海軍,かいぐん,navy / naval force,
海原,うなばら,ocean / sea / the deep,
海港,かいこう,port / seaport,
海溝,かいこう,oceanic trench / deep-sea trench / deep,
海産物,かいさんぶつ,marine products,
海事,かいじ,maritime affairs,
海女,あま,"ama / female diver who collects shells, seaweed, etc.",
海水,かいすい,seawater / saltwater,
海草,かいそう,marine plant / seagrass,
海藻,かいそう,seaweed,
海賊,かいぞく,pirate,
海苔,のり,"nori / laver / edible seaweed, usu. Porphyra yezoensis or P. tenera, usu. dried and pressed into sheets",
海中,かいちゅう,in the sea,
海底,かいてい,bottom of the ocean / seafloor / seabed,
海豚,いるか,"dolphin (or other small toothed whales, incl. porpoises, belugas, etc.)",
海難,かいなん,accident at sea / sea disaster / shipwreck,
海浜,かいひん,seashore / seaside / beach,
海兵,かいへい,sailor / marine,
海兵隊,かいへいたい,Marine Corps / Royal Marines,
海面,かいめん,sea level / (surface of) sea,
皆殺し,みなごろし,massacre / annihilation / wholesale slaughter,
皆無,かいむ,nonexistent / nil / none,
皆様,みなさま,everyone,
絵巻,えまき,picture scroll,
絵図,えず,illustration / drawing,
絵文字,えもじ,emoji,
絵柄,えがら,pattern / design,
絵本,えほん,picture book,
辛子,からし,mustard,
開運,かいうん,better fortune,
開園,かいえん,"opening of a park (theme park, botanical garden etc.)",
開演,かいえん,"curtain raising / starting (e.g. play, concert)",
開花,かいか,flowering / blooming / blossoming,
開館,かいかん,"opening (for that day's business; of a library, museum, cinema, etc.)",
開眼,かいがん,enlightenment / spiritual awakening / opening one's eyes to the truth,
開業,かいぎょう,opening a business / opening a practice,
開業医,かいぎょうい,private clinician / physician in private practice,
開局,かいきょく,"opening (of a broadcasting station, post office, bureau, etc.) / establishment",
開口,かいこう,opening / aperture (e.g. camera),
開校,かいこう,opening a school,
開港,かいこう,"opening a port (seaport, airport, etc.) / starting operations at a port",
開墾,かいこん,cultivating new land / clearing / reclamation,
開山,かいさん,founding a temple (on a hill-top),
開示,かいじ,"release (of information, documents, etc.) / disclosure / display",
開城,かいじょう,surrender of a castle / surrender of a fortress / capitulation of a stronghold,
開場,かいじょう,opening (the doors of a venue),
開設,かいせつ,establishment / opening / setting up,
開戦,かいせん,outbreak of war / starting a war,
開祖,かいそ,(sect) founder / apostle / originator,
開拓者,かいたくしゃ,pioneer / settler / colonist,
開廷,かいてい,court session / trial,
開店,かいてん,opening a new shop,
開票,かいひょう,counting ballots / tally (of votes),
開封,かいふう,"opening (a letter, parcel, etc.) / breaking the seal",
開閉,かいへい,opening and shutting / opening and closing,
開幕,かいまく,raising the curtain,
開明,かいめい,civilization / civilisation / enlightenment,
開門,かいもん,opening gate,
階下,かいか,lower floor / downstairs,
凱歌,がいか,victory song / victory,
凱旋,がいせん,triumphant return / returning in triumph,
外れ,はずれ,end / verge / extremity,
外圧,がいあつ,external pressure / outside pressure / foreign pressure,
外科医,げかい,surgeon,
外回り,そとまわり,circumference / perimeter,
外郭,がいかく,outer fence / outer enclosure / outer block,
外郭団体,がいかくだんたい,auxiliary organization (organisation) / extra-departmental body / fringe organization,
外気,がいき,open air,
外局,がいきょく,external bureau,
外勤,がいきん,working away from the office / working outside the office / outside duty,
外形,がいけい,externals / external form,
外見,がいけん,outward appearance / looks,
外交官,がいこうかん,diplomat,
外国語,がいこくご,foreign language,
外債,がいさい,foreign loan / foreign debt / foreign bond,
外資,がいし,foreign capital (e.g. in a company) / foreign investment,
外車,がいしゃ,foreign-made car / imported car,
外需,がいじゅ,foreign demand,
外周,がいしゅう,outer circumference / perimeter,
外傷,がいしょう,external injury / external wound / (physical) trauma,
外食,がいしょく,eating out / dining out,
外信,がいしん,external communication,
外人,がいじん,foreigner (esp. one of European ancestry) / gaijin / whitey,
外注,がいちゅう,outsourcing / contracting out / ordering with an outside supplier,
外敵,がいてき,foreign enemy / outside invader,
外的,がいてき,external / outside,
外電,がいでん,foreign telegram,
外泊,がいはく,staying somewhere else (overnight) / spending the night away (e.g. from home) / going home (e.g. from hospital) for the night,
外米,がいまい,foreign rice,
外壁,がいへき,outer wall,
外堀,そとぼり,outer moat (of a castle),
外務,がいむ,foreign affairs,
外務省,がいむしょう,Ministry of Foreign Affairs,
外面,がいめん,outer surface / outside / exterior,
外野,がいや,third party / outsider / onlooker,
外遊,がいゆう,foreign travel,
外用,がいよう,external use,
外来語,がいらいご,"loanword (in Japanese, esp. one of Western origin) / word of foreign origin",
害悪,がいあく,harm / injury / evil (influence),
害虫,がいちゅう,harmful insect / noxious insect / pest,
概観,がいかん,general view / outline,
概況,がいきょう,outlook / general situation,
概算,がいさん,approximation / rough estimate / ballpark figure,
概要,がいよう,outline / summary / overview,
街区,がいく,block (of land),
街灯,がいとう,street light / streetlamp,
街路,がいろ,road / street / avenue,
街路樹,がいろじゅ,roadside trees,
骸骨,がいこつ,skeleton,
各位,かくい,everyone / each and every one (of you) / ladies and gentlemen,
各国,かっこく,each country / every country / various countries,
各面,かくめん,all phases / each side / each surface,
格安,かくやす,(very) cheap / (very) inexpensive / cut-price,
格下げ,かくさげ,demotion / downgrading,
格言,かくげん,saying / maxim / aphorism,
格子,こうし,lattice / latticework / window bars,
格式,かくしき,formality / social rules,
格上げ,かくあげ,status elevation / upgrading / promotion,
格段,かくだん,dramatic (improvement) / remarkable (difference) / marked,
格調,かくちょう,"tone (of speech, writing, etc.) / style",
格闘,かくとう,(hand-to-hand) fight / grapple / scuffle,
格納,かくのう,storage / housing for equipment and machines,
格納庫,かくのうこ,(aircraft) hangar,
格付け,かくづけ,rating / ranking / grading,
核家族,かくかぞく,nuclear family,
核実験,かくじっけん,nuclear (bomb) test,
核心,かくしん,core / heart (of the matter) / point,
核弾頭,かくだんとう,nuclear warhead,
核燃料,かくねんりょう,nuclear fuel,
核爆発,かくばくはつ,nuclear explosion,
核武装,かくぶそう,nuclear arms,
核分裂,かくぶんれつ,nuclear fission,
核兵器,かくへいき,nuclear weapon,
核融合,かくゆうごう,nuclear fusion,
確執,かくしつ,discord / antagonism,
確証,かくしょう,conclusive evidence / positive proof / definite proof,
確報,かくほう,definite report / confirmed data,
確約,かくやく,firm promise / definite promise,
角材,かくざい,squared timber / rectangular lumber,
閣外,かくがい,outside the Cabinet,
閣議,かくぎ,cabinet meeting,
閣僚,かくりょう,cabinet ministers,
隔たり,へだたり,distance / difference / gap,
隔て,へだて,partition / distinction,
隔月,かくげつ,every second month / every other month,
隔絶,かくぜつ,isolation / separation / remoteness,
隔日,かくじつ,every other day / every second day,
隔年,かくねん,biennially / every second year / every other year,
隔壁,かくへき,barrier wall / bulkhead / partition,
隔離,かくり,isolation / segregation / separation,
革靴,かわぐつ,leather shoes / leather boots,
学位,がくい,(academic) degree,
学院,がくいん,institute / academy,
学園,がくえん,educational institution / school / academy,
学課,がっか,lesson / school work,
学界,がっかい,academic world / academia / academic circles,
学割,がくわり,student discount,
学究,がっきゅう,scholar / student,
学業,がくぎょう,studies / schoolwork / classwork,
学区,がっく,school district / school area,
学資,がくし,school expenses / education fund,
学識,がくしき,scholarship / scientific attainments,
学舎,がくしゃ,school (building),
学生時代,がくせいじだい,student days,
学籍,がくせき,school register,
学則,がくそく,school regulations,
学卒,がくそつ,college graduate,
学長,がくちょう,(university) president / chancellor / principal,
学徒,がくと,student / follower / students and pupils,
学童,がくどう,schoolchild / pupil,
学内,がくない,within the school,
学派,がくは,school (of thought) / sect,
学閥,がくばつ,alma mater clique / old school tie,
学費,がくひ,tuition / school expenses,
学名,がくめい,scientific name (of a species) / binomial name / Latin name,
学問的,がくもんてき,scholarly,
学友,がくゆう,school friend,
学理,がくり,scholarly principle / scientific principle,
学齢,がくれい,school age,
楽園,らくえん,paradise / Eden,
楽屋,がくや,dressing room / green room / backstage,
楽観的,らっかんてき,optimistic / hopeful,
楽曲,がっきょく,musical composition / tune,
楽劇,がくげき,musical play / opera,
楽勝,らくしょう,easy victory / walkover,
楽隊,がくたい,band / orchestra,
楽団,がくだん,orchestra / band,
楽天,らくてん,optimism,
楽天家,らくてんか,optimist / easy-going person,
楽天的,らくてんてき,optimistic,
額縁,がくぶち,(picture) frame,
額面,がくめん,face value / par,
額面割れ,がくめんわれ,drop below par,
掛かり,かかり,starting (e.g. of an engine) / engaging (e.g. of a lock),
割引券,わりびきけん,discount coupon / discount ticket,
割り振り,わりふり,allocation / assignment / allotment,
割愛,かつあい,omitting (reluctantly) / leaving out / dropping,
割譲,かつじょう,cession (of territory),
割烹,かっぽう,cooking (esp. Japanese style) / cuisine,
喝采,かっさい,cheers / applause / ovation,
喝破,かっぱ,arguing (someone) down / loudly scolding / rebuking,
活火山,かっかざん,active volcano,
活況,かっきょう,activity / briskness / prosperity,
活劇,かつげき,action film / action movie / action drama,
活性炭,かっせいたん,activated carbon / activated charcoal,
活動家,かつどうか,activist,
活版,かっぱん,letterpress printing / movable-type printing,
活路,かつろ,means of survival / means of escape / way out of a difficulty,
渇き,かわき,thirst,
渇水,かっすい,water shortage,
渇望,かつぼう,craving / longing / thirsting,
滑空,かっくう,gliding (through the air),
滑降,かっこう,descent (esp. in skiing) / sliding down / skiing down,
滑車,かっしゃ,pulley / block / tackle,
滑走,かっそう,gliding / sliding / skating (on ice),
滑走路,かっそうろ,runway / airstrip / landing strip,
滑落,かつらく,"sliding down (a slope, mountainside) / slipping down",
葛藤,かっとう,conflict / complication / troubles,
褐色,かっしょく,dark brown / colour of tanned skin,
株価,かぶか,stock prices,
株券,かぶけん,stock certificate,
株式会社,かぶしきがいしゃ,stock company / corporation / kabushiki kaisha,
株主,かぶぬし,shareholder / stockholder,
蒲公英,たんぽぽ,dandelion (esp. species Taraxacum platycarpum),
茅場,かやば,hayfield / field of miscanthus,
刈り入れ,かりいれ,harvest,
瓦解,がかい,collapse / downfall,
瓦礫,がれき,rubble / debris / wreckage,
乾き,かわき,drying / dryness,
乾パン,かんぱん,cracker / hard biscuit / hardtack,
乾燥機,かんそうき,drying machine / dryer / desiccator,
冠婚葬祭,かんこんそうさい,important ceremonial occasions in family relationships,
冠水,かんすい,being covered with water (i.e. in a flood) / being submerged / being inundated,
寒さ,さむさ,coldness,
寒村,かんそん,poor village / desolate village / lonely village,
寒暖計,かんだんけい,thermometer,
寒中,かんちゅう,mid-winter / cold season,
寒天,かんてん,freezing weather / cold weather,
寒波,かんぱ,cold wave,
寒風,かんぷう,cold wind,
寒冷,かんれい,cold / coldness / chilliness,
勧め,すすめ,recommendation / advice / suggestion,
勧業,かんぎょう,(encouragement of) industry,
勧奨,かんしょう,encouragement / stimulation,
勧進,かんじん,temple solicitation,
勧進帳,かんじんちょう,temple solicitation book,
巻頭,かんとう,"beginning (of a book, magazine, etc.) / opening page",
巻末,かんまつ,end of a book,
喚起,かんき,arousal / excitation / awakening,
喚声,かんせい,shout (of excitement) / roar (of a crowd),
堪能,たんのう,proficient / skilled / skillful,
姦通,かんつう,adultery,
完結,かんけつ,conclusion / completion,
完済,かんさい,full payment / liquidation,
完熟,かんじゅく,full ripeness / full maturity,
完遂,かんすい,successful execution / accomplishment / completion,
完走,かんそう,finishing (a race) / running the whole distance / reaching the goal,
完敗,かんぱい,(suffering a) complete defeat / utter defeat / annihilation,
完備,かんび,being fully equipped / being fully furnished,
完封,かんぷう,total blockage / complete shutdown / stopping completely,
完訳,かんやく,complete translation,
官界,かんかい,bureaucracy,
官憲,かんけん,officials / authorities,
官公庁,かんこうちょう,government and municipal offices / public agencies,
官舎,かんしゃ,official residence,
官職,かんしょく,government service / official position / civil service,
官製,かんせい,government-manufactured,
官邸,かんてい,official residence (e.g. of the prime minister),
官能,かんのう,the senses,
官報,かんぽう,official daily gazette / official telegram,
官房,かんぼう,government secretariat,
寛大,かんだい,tolerant / generous / lenient,
干潟,ひがた,tidal flat / tideland,
干拓,かんたく,land reclamation (from sea),
干満,かんまん,ebb and flow,
幹事,かんじ,executive secretary / coordinator / organizer,
患部,かんぶ,affected part / diseased part / wound,
感応,かんのう,responsiveness / responding / sensitivity,
感化,かんか,influence (on someone) / inspiration,
感慨無量,かんがいむりょう,deep emotion / being filled with emotion,
感興,かんきょう,interest / fun / inspiration,
感光,かんこう,exposure / sensitization / sensitisation,
感受性,かんじゅせい,sensitivity / sensibility / susceptibility,
感傷,かんしょう,sentiment / sentimentality,
感性,かんせい,sensitivity / sensitiveness / sense (of ...),
感嘆,かんたん,admiration / wonder / astonishment,
感知,かんち,perception / sensing / noticing,
感電,かんでん,receiving an electric shock,
感服,かんぷく,admiration / being impressed (by),
感銘,かんめい,deep impression / being deeply moved / being deeply touched,
感涙,かんるい,tears (from being deeply moved) / tears of gratitude,
慣用句,かんようく,idiom / set phrase / idiomatic phrase,
換気扇,かんきせん,ventilation fan / extractor fan,
換金,かんきん,realization (of goods into money) / conversion (into money) / liquidation,
敢行,かんこう,decisive action / going through with / daring to do,
敢闘,かんとう,fighting bravely,
柑橘類,かんきつるい,citrus fruits,
歓楽街,かんらくがい,entertainment district / amusement area / pleasure quarter,
歓喜,かんき,delight / great joy,
歓呼,かんこ,acclamation / jubilation,
歓送,かんそう,hearty send-off,
歓待,かんたい,warm welcome / friendly reception / hospitality,
歓談,かんだん,pleasant talk / chat,
漢詩,かんし,Chinese poem / Chinese poetry,
漢文,かんぶん,Chinese classical writing / Chinese classics,
漢方薬,かんぽうやく,Chinese herbal medicine,
環境庁,かんきょうちょう,Environment Agency,
環濠,かんごう,(circular) moat,
環礁,かんしょう,atoll / circular coral reef,
環状,かんじょう,annulation / ring shape / loop shape,
甘え,あまえ,overdependence (on others; usu. one's fosterers or seniors) / lack of self-reliance / presumed acceptance (of one's behaviour),
甘言,かんげん,sweet words / smooth talk / cajolery,
甘受,かんじゅ,"submitting to (a demand, one's fate, etc.) / putting up with / resigning oneself to",
甘美,かんび,sweet (taste) / luscious,
甘味料,かんみりょう,"sweetener (sugar, honey, saccharin, maltose, etc.) / sweetening agent / sweetening",
甘露,かんろ,nectar / sweetness,
監禁,かんきん,confinement / imprisonment / incarceration,
監獄,かんごく,prison,
監査役,かんさやく,auditor / inspector,
監察,かんさつ,inspection / inspector,
監察医,かんさつい,medical coroner / medical examiner,
監修,かんしゅう,(editorial) supervision / general editorship,
監訳,かんやく,supervising a translation,
監理,かんり,superintendence / supervision / administration,
看過,かんか,overlooking / turning a blind eye,
看守,かんしゅ,prison guard / warder / jailer,
管楽器,かんがっき,wind instrument,
管轄,かんかつ,jurisdiction / control,
管区,かんく,jurisdiction,
管弦楽,かんげんがく,orchestral music,
管弦楽団,かんげんがくだん,orchestra,
管制,かんせい,control (by the state) / controlling / coordination,
管内,かんない,within the jurisdiction (of) / one's jurisdiction,
管理者,かんりしゃ,manager / administrator / landlord,
管理職,かんりしょく,management / managerial position / administrative post,
管理人,かんりにん,administrator / janitor / manager,
簡便,かんべん,simple / easy / convenient,
簡略,かんりゃく,simple / brief,
緩み,ゆるみ,slack / looseness / play,
緩急,かんきゅう,high and low speed / fast and slow / pace,
緩衝,かんしょう,shock absorption / buffer action / cushioning,
緩衝地帯,かんしょうちたい,buffer zone,
緩慢,かんまん,slow / sluggish / dull,
肝要,かんよう,extremely important / essential / vital,
艦船,かんせん,warships and other vessels,
艦隊,かんたい,(naval) fleet / armada,
艦長,かんちょう,captain (of a warship),
艦艇,かんてい,naval vessels / warships,
観劇,かんげき,theatre-going / theater-going,
観月,かんげつ,moon viewing (esp. during the eight month of the lunar calendar),
観光客,かんこうきゃく,tourist,
観賞,かんしょう,admiration / appreciation / enjoyment,
観戦,かんせん,watching a (sports) game / spectating / observing (military operations),
貫通,かんつう,"passing through (of a tunnel, bullet, etc.) / going (right) through / penetrating",
貫徹,かんてつ,accomplishment / realization / attainment,
還流,かんりゅう,return current / reflux / back flow,
鑑識,かんしき,judgement / judgment / discernment,
鑑定,かんてい,judgement / judgment / expert opinion,
鑑別,かんべつ,discrimination / judgement / judgment,
間一髪,かんいっぱつ,hair's breadth,
間近,まぢか,near / close (to) / nearby,
間口,まぐち,"frontage / width (of a building, plot of land, etc.)",
間合い,まあい,pause / interval,
間際,まぎわ,the point just before ... / the point of (doing) / the verge (of),
間借り,まがり,renting a room,
間取り,まどり,layout (of a house or apartment) / arrangement of rooms,
間食,かんしょく,eating between meals / snacking,
間接税,かんせつぜい,indirect tax,
間接的,かんせつてき,indirect,
間断,かんだん,break in time / interruption / pause,
間中,あいだじゅう,during,
間抜け,まぬけ,stupid / foolish / idiotic,
閑散,かんさん,"deserted (esp. store, market, town, streets) / quiet / still",
閑静,かんせい,quiet (e.g. neighbourhood) / peaceful / tranquil,
関係者,かんけいしゃ,person concerned / people involved (in an event) / those concerned,
関心事,かんしんじ,matter of concern / matter of interest,
関西弁,かんさいべん,Kansai dialect,
関知,かんち,(one's) concern / having (something) to do with,
関白,かんぱく,chief advisor to the Emperor (adviser),
関門,かんもん,barrier / checkpoint / gateway,
陥没,かんぼつ,cave-in / collapse / sinking,
陥落,かんらく,subsidence / sinking / cave-in,
韓国,かんこく,South Korea / Republic of Korea,
韓国語,かんこくご,Korean (language; esp. as spoken in South Korea),
館員,かんいん,personnel (of public building),
館長,かんちょう,superintendent / director / curator,
丸み,まるみ,roundness / rotundity,
丸刈り,まるがり,buzz cut / close crop,
丸見え,まるみえ,full view / plain sight / completely visible,
丸腰,まるごし,unarmed / without weapons,
丸出し,まるだし,(fully) exposed / bare / uncovered,
丸洗い,まるあらい,"washing (a kimono, futon, etc.) without taking it apart / laundering whole",
丸太,まるた,log,
丸本,まるぼん,reciter's book / complete set of books,
丸木,まるき,log,
丸裸,まるはだか,being stark-naked,
含み,ふくみ,implication / hidden meaning / latitude,
含蓄,がんちく,implication / significance / connotation,
含有,がんゆう,"containing (an ingredient, mineral, etc.)",
岸壁,がんぺき,quay / wharf / jetty,
岸辺,きしべ,shore / bank (of a body of water),
眼下,がんか,under one's eyes / below one's eyes,
眼科医,がんかい,ophthalmologist / eye specialist,
眼光,がんこう,sparkle of one's eyes,
眼差し,まなざし,(a) look / gaze,
眼目,がんもく,main point / main object / chief purpose,
眼力,がんりき,insight / power of observation,
岩塩,がんえん,halite / rock salt,
岩屋,いわや,cavern / grotto,
岩間,いわま,among rocks,
岩山,いわやま,rocky mountain,
岩礁,がんしょう,reef,
岩盤,がんばん,bedrock,
贋作,がんさく,fake (work) / counterfeit,
頑な,かたくな,obstinate / stubborn / mulish,
頑強,がんきょう,stubborn / dogged / persistent,
顔色,かおいろ,complexion / one's colour / one's color,
顔ぶれ,かおぶれ,personnel / members / lineup (of a team),
顔つき,かおつき,(outward) looks / features / face,
顔面,がんめん,face (of person),
顔役,かおやく,influential man / boss,
顔立ち,かおだち,looks / features,
顔料,がんりょう,pigment,
願い出,ねがいで,application / petition,
企て,くわだて,plan / project / attempt,
企み,たくらみ,plot / scheme / trick,
企業家,きぎょうか,industrialist / entrepreneur,
企図,きと,plan / project / scheme,
危急,ききゅう,emergency / crisis / imminent danger,
危険性,きけんせい,(degree of) risk / riskiness / danger,
危篤,きとく,critical condition / being on the verge of death,
喜寿,きじゅ,77th birthday,
喜怒哀楽,きどあいらく,"human emotions (joy, anger, grief and pleasure) / feelings",
器楽,きがく,instrumental music,
器材,きざい,tools and materials / equipment and materials,
器物,きぶつ,receptacle / container / vessel,
器量,きりょう,looks (esp. of a woman) / features / facial appearance,
基幹,きかん,mainstay / nucleus / key,
基軸通貨,きじくつうか,key currency,
基調,きちょう,basic tone / underlying tone / basic theme,
基底,きてい,base / basis / foundation,
基点,きてん,datum point / cardinal point / reference point,
基部,きぶ,base / foundation,
基本的,きほんてき,fundamental / basic,
奇異,きい,odd / strange / queer,
奇怪,きかい,strange / wonderful / weird,
奇形,きけい,deformity / malformation,
奇襲,きしゅう,surprise attack,
奇術,きじゅつ,magic / conjuring / sleight of hand,
奇想天外,きそうてんがい,fantastic / bizarre / incredible,
奇抜,きばつ,(very) unusual / unconventional / eccentric,
奇病,きびょう,strange disease / rare disease,
寄せ集め,よせあつめ,mishmash / miscellany / medley,
寄り合い,よりあい,meeting / gathering,
寄り道,よりみち,dropping in on the way / stopping off at / making a side trip,
寄金,ききん,contribution / donation,
寄港,きこう,calling at a port,
寄稿,きこう,contribution (e.g. to newspaper),
寄宿,きしゅく,lodging / boarding / room and board,
寄宿舎,きしゅくしゃ,boarding house / residence hall / dormitory,
寄生,きせい,parasitism,
寄生虫,きせいちゅう,parasite,
寄席,よせ,"entertainment hall (for rakugo, manzai, magic, music, etc.) / vaudeville theater (theatre) / music hall",
岐路,きろ,forked road / crossroads,
希求,ききゅう,longing / strong desire / aspiration,
幾つか,いくつか,(a) few / some / several,
幾何,きか,geometry,
幾何学,きかがく,geometry,
幾日,いくにち,(for) how many days,
忌避,きひ,evasion / avoidance / shirking,
揮発,きはつ,volatilization / volatilisation,
揮発油,きはつゆ,gasoline / petrol / petroleum,
机上,きじょう,on the desk,
旗手,きしゅ,standard-bearer / flag-bearer,
旗色,はたいろ,situation / outlook,
旗頭,はたがしら,leader / boss,
旗揚げ,はたあげ,raising an army / raising a banner,
既往症,きおうしょう,illness that one had in the past / previous illness / medical history,
既成,きせい,established / existing / accomplished,
既成事実,きせいじじつ,established fact / fait accompli,
既製,きせい,ready-made / off the shelf,
既製服,きせいふく,ready-made clothes,
既設,きせつ,established / existing,
既存,きそん,existing,
既定,きてい,established / fixed / prearranged,
既得権,きとくけん,vested rights,
棋士,きし,professional shogi player / professional go player,
棋譜,きふ,"record of a game of go, shogi, chess, etc.",
棄却,ききゃく,rejection / dismissal / turning down,
機運,きうん,opportunity / chance / good time (to do),
機影,きえい,image of an airplane (in the sky) / sight of an airplane / shadow of an airplane,
機械化,きかいか,mechanization / mechanisation,
機関銃,きかんじゅう,machine gun,
機器,きき,device / equipment / machinery,
機材,きざい,machinery and materials / equipment,
機軸,きじく,axis / axle / plan,
機種,きしゅ,"model (of machine, device)",
機首,きしゅ,nose (of plane),
機先,きせん,moment just before something happens / verge (of doing something) / brink,
機体,きたい,fuselage / airframe,
機長,きちょう,captain (of an aircraft),
機転,きてん,quick-wittedness / tact,
機動,きどう,maneuver (usu. of military force) / manoeuvre,
機動隊,きどうたい,riot police / riot squad,
機内,きない,inside a plane / in-flight,
機微,きび,subtleties / niceties / fine points,
機敏,きびん,quick / prompt / alert,
機密,きみつ,secrecy / highly classified information,
帰り道,かえりみち,the way back / the way home / return trip,
帰依,きえ,becoming a devout believer / (religious) conversion,
帰化,きか,naturalization / naturalisation,
帰還,きかん,return (home) / repatriation,
帰結,きけつ,consequence / result / conclusion,
帰国,きこく,return to one's country,
帰順,きじゅん,submission / return to allegiance,
帰省,きせい,homecoming / returning home,
帰属,きぞく,belonging / ascription / attribution,
帰着,きちゃく,return / arriving home,
帰途,きと,on the way back / returning,
帰任,きにん,return to one's post,
帰路,きろ,return journey / one's way home / one's way back,
気さく,きさく,friendly / openhearted / sociable,
気取り,きどり,affectation / pretension / posturing,
気のせい,きのせい,(just) one's imagination,
気まま,きまま,willful / wilful / selfish,
気違い,きちがい,madness / madman,
気化,きか,vaporization / vaporisation / evaporation,
気概,きがい,strong spirit / mettle / backbone,
気がかり,きがかり,worry / anxiety / concern,
気球,ききゅう,"balloon (hot-air, weather, etc.) / blimp",
気苦労,きぐろう,worry / care / anxiety,
気遣い,きづかい,consideration / concern / fear,
気後れ,きおくれ,losing one's nerve / feeling awkward / feeling timid,
気構え,きがまえ,readiness / preparedness / attitude,
気骨,きこつ,(moral) backbone / spirit / soul,
気象学,きしょうがく,meteorology,
気象台,きしょうだい,meteorological observatory,
気象庁,きしょうちょう,(Japanese) Meteorological Agency / JMA,
気丈,きじょう,stout-hearted / firm / courageous,
気心,きごころ,temper / disposition,
気勢,きせい,fervour / fervor / vigour,
気性,きしょう,disposition / temperament / temper,
気晴らし,きばらし,recreation / diversion / relaxation,
気絶,きぜつ,faint / fainting / losing consciousness,
気前,きまえ,generosity,
気長,きなが,patient / unhurried / leisurely,
気道,きどう,respiratory tract / air duct,
気迫,きはく,spirit / soul / drive,
気づかれ,きづかれ,mental fatigue / worry / boredom,
気負い,きおい,eagerness / enthusiasm / fervor,
気分転換,きぶんてんかん,change of pace / change of mood / (mental) break (e.g. going for a walk),
気泡,きほう,(air) bubble (esp. in a liquid),
気密,きみつ,airtight,
気力,きりょく,willpower / energy / vitality,
汽笛,きてき,steam whistle,
祈願,きがん,prayer (for something) / supplication,
祈念,きねん,prayer,
季語,きご,seasonal word (in haiku),
季節風,きせつふう,seasonal winds,
希少,きしょう,scarce / rare,
紀元,きげん,era,
紀元前,きげんぜん,pre-era / BC / BCE,
紀行,きこう,traveller's journal / traveler's journal / travelogue,
規則的,きそくてき,systematic / regular / routine,
規程,きてい,official regulations / inner rules,
記者会見,きしゃかいけん,press conference / news conference,
記章,きしょう,medal / badge / insignia,
記帳,きちょう,registry / entry / book-keeping,
記念日,きねんび,memorial day / commemoration day / anniversary,
記念碑,きねんひ,commemorative plaque (usu. on a stone) / stone monument (bearing an inscription),
貴金属,ききんぞく,precious metal,
貴社,きしゃ,your company,
貴重品,きちょうひん,valuable article / valuables,
貴賓,きひん,noble visitor,
貴婦人,きふじん,lady / noblewoman,
起因,きいん,to be caused by / to result from / to arise from,
起業,きぎょう,starting a business / promotion of enterprise,
起工,きこう,setting to work,
起債,きさい,issuing of bonds,
起算,きさん,"reckoning from some position (e.g. point, date, etc.)",
起死回生,きしかいせい,revival from the brink of death / recovering from a hopeless situation / resuscitation,
起訴,きそ,prosecution / indictment,
起草,きそう,drafting (e.g. a bill) / drawing up,
起動,きどう,startup / booting up / activation,
起爆,きばく,ignition / detonation / triggering,
起用,きよう,"appointment (to a position, job, etc.) / being used for a role / promotion",
起立,きりつ,standing up,
軌跡,きせき,tire track,
輝き,かがやき,brightness / brilliance / brilliancy,
輝度,きど,brightness / luminance,
飢え,うえ,hunger / starvation,
飢餓,きが,starvation / famine / hunger,
騎士道,きしどう,chivalry,
騎手,きしゅ,horseman / rider / jockey,
騎乗,きじょう,riding (on horseback) / mounting (a horse),
騎馬,きば,horse riding / horseback riding / horseback rider,
騎兵,きへい,cavalry / cavalryman / trooper,
鬼才,きさい,wizard / genius / remarkable talent,
亀甲,きっこう,tortoiseshell / tortoise shell,
亀裂,きれつ,crack / crevice / fissure,
偽り,いつわり,lie / falsehood / fiction,
偽証,ぎしょう,false evidence / perjury / false testimony,
偽善,ぎぜん,hypocrisy,
偽名,ぎめい,false name / alias / assumed name,
儀典,ぎてん,ceremony / rite / ritual,
儀礼,ぎれい,courtesy / etiquette / formality,
儀礼的,ぎれいてき,formal / courteous / ritual,
戯れ,たわむれ,play / sport / fun,
