モルグ,もるぐ,morgue / mortuary,
モルタル,もるたる,mortar,
モルドバ,もるどば,Moldova,
モルヒネ,もるひね,morphine,
モルモット,もるもっと,guinea pig (Cavia porcellus),
摩洛哥,もろっこ,Morocco,
モンキー,もんきー,monkey,
モンスーン,もんすーん,monsoon,
モンスター,もんすたー,monster / monstrosity,
モンタージュ,もんたーじゅ,montage,
モンタナ,もんたな,Montana,
モンテカルロ,もんてかるろ,Monte Carlo (Monaco),
モンパリ,もんぱり,my Paris,
ヤンキー,やんきー,delinquent (youth) / delinquency,
ヤング,やんぐ,young,
ヤンマ,やんま,lamenting,
ユーカラ,ゆーから,yukar (Ainu oral saga),
ユーカリ,ゆーかり,eucalyptus,
ユーザー,ゆーざー,user,
ユース,ゆーす,youth,
ユートピア,ゆーとぴあ,utopia,
ユーモア,ゆーもあ,humor / humour / joke,
ユーモラス,ゆーもらす,humorous,
ユーレカ,ゆーれか,eureka,
ユーロ,ゆーろ,euro (currency),
ユタ,ゆた,Utah,
猶太,ゆだや,Judea (southern Palestine),
ユニーク,ゆにーく,unique / original / individual,
ユニオン,ゆにおん,union,
ユニット,ゆにっと,unit,
ユニバーサル,ゆにばーさる,universal,
ユニバース,ゆにばーす,universe,
ユニフォーム,ゆにふぉーむ,uniform,
ヨガ,よが,yoga,
ヨーク,よーく,yoke,
欧羅巴,よーろっぱ,Europe,
ヨット,よっと,yacht (esp. a sailing boat with one mast) / sailing boat / sailboat,
ヨルダン,よるだん,Jordan,
ラーゲ,らーげ,sex position,
ラーニング,らーにんぐ,learning,
拉麺,らーめん,ramen / Chinese-style noodles,
ライオン,らいおん,lion (Panthera leo),
ライス,らいす,rice (esp. when served on a plate),
ライセンス,らいせんす,license / licence,
ライター,らいたー,lighter,
ライダー,らいだー,"rider (of a motorcycle, horse, etc.) / biker",
ライト,らいと,light,
ライトバン,らいとばん,light van,
ライド,らいど,ride,
ライナー,らいなー,liner / ocean liner,
ライバル,らいばる,rival / competitor / competition,
ライフ,らいふ,life,
ライフル,らいふる,rifle,
ライフワーク,らいふわーく,lifework / life's work,
ライブ,らいぶ,"live (broadcasting, music, etc.)",
ライブハウス,らいぶはうす,"shop, bar, etc. where live jazz, pop, rock, etc. is performed / live music club",
ライブラリー,らいぶらりー,library,
ライン,らいん,line,
ラインアップ,らいんあっぷ,"line-up (of players, products, etc.) / lineup",
ラウンジ,らうんじ,lounge,
ラウンド,らうんど,"round (table, collar, etc.)",
羅宇,らおす,Laos,
ラガー,らがー,rugger / rugby / rugby player,
ラグ,らぐ,rug,
ラグビー,らぐびー,rugby,
ラケット,らけっと,racket / paddle (in table-tennis),
ラジアル,らじある,radial,
ラジウム,らじうむ,radium (Ra),
ラジエーター,らじえーたー,radiator,
ラジオ,らじお,radio,
ラジカセ,らじかせ,radio-cassette player,
ラジカル,らじかる,radical,
ラス,らす,lath,
ラスト,らすと,last / final,
ラダー,らだー,rudder,
ラッキー,らっきー,lucky,
ラック,らっく,rack,
ラッシュ,らっしゅ,rush (of people or activity),
ラッセル,らっせる,(Russell) snowplow / track-clearing vehicle,
ラッチ,らっち,latch,
ラッピング,らっぴんぐ,wrapping,
ラップ,らっぷ,plastic wrap / cling film / cling wrap,
ラテックス,らてっくす,latex,
拉丁,らてん,Latin (language),
ラテン語,らてんご,Latin (language),
ラトビア,らとびあ,Latvia,
ラドン,らどん,radon (Rn),
ラバトリー,らばとりー,lavatory,
ラフ,らふ,rough,
ラフト,らふと,raft,
ラブ,らぶ,love,
ラブコメ,らぶこめ,romantic comedy / rom-com,
ラブソング,らぶそんぐ,love song,
ラブレター,らぶれたー,love letter,
ラベル,らべる,label,
ラボ,らぼ,lab,
ラマ,らま,llama (Lama glama),
ラミネート,らみねーと,laminate,
ラム,らむ,lamb,
ラメ,らめ,lamé (cloth made from gold or silver thread),
ララバイ,ららばい,lullaby / cradle song,
ラワン,らわん,"lauan (tree, wood)",
ラン,らん,run,
ランキング,らんきんぐ,ranking,
ランク,らんく,rank / standing,
ラング,らんぐ,lung,
ランジェリー,らんじぇりー,lingerie,
ランダム,らんだむ,random,
ランチ,らんち,lunch,
ランディング,らんでぃんぐ,landing,
ランド,らんど,land,
ランドサット,らんどさっと,Landsat,
ランドセル,らんどせる,randoseru / firm-sided leather (or synthetic leather) backpack used by elementary school children,
ランドマーク,らんどまーく,landmark,
ランドリー,らんどりー,laundry,
ランナー,らんなー,runner,
ランニング,らんにんぐ,running,
ランプ,らんぷ,lamp / light,
リーク,りーく,leak (of information),
リーグ,りーぐ,league,
リース,りーす,lease,
リーズナブル,りーずなぶる,"reasonable (price, fee, fare, rate, etc.) / reasonably priced / affordable",
リーダー,りーだー,leader,
リーチ,りーち,reach (in advertising),
リーディング,りーでぃんぐ,reading,
リード,りーど,lead / leading / taking the lead,
リーフレット,りーふれっと,leaflet,
リーマン,りーまん,office worker / company employee / company man,
リール,りーる,reel,
リアクション,りあくしょん,reaction / response,
リアリズム,りありずむ,realism,
リアリティ,りありてぃ,reality,
リアル,りある,real / realistic / true to life,
リキッド,りきっど,liquid,
リキュール,りきゅーる,liqueur,
リクード,りくーど,Likud (Israeli political party),
リクエスト,りくえすと,request,
リクルーター,りくるーたー,recruiter,
リクルート,りくるーと,recruit,
レコーダー,れこーだー,"recorder (e.g. tape recorder, time recorder) / recording device",
リコール,りこーる,recall (of an elected official) / removal of an elected official from office though a petition and popular vote,
リサーチ,りさーち,research,
リサイクル,りさいくる,recycling,
リサイタル,りさいたる,recital,
リザーブ,りざーぶ,reserve,
リス,りす,fracture,
リスク,りすく,risk,
リスト,りすと,list,
リスナー,りすなー,"listener (of radio, streaming audio content, etc.) / audience",
リスボン,りすぼん,Lisbon (Portugal),
リズミカル,りずみかる,rhythmical / rhythmic / well-paced,
リズム,りずむ,rhythm,
リセ,りせ,lycée,
リゾート,りぞーと,resort,
リターン,りたーん,return / restoring,
リタイア,りたいあ,retirement,
リチウム,りちうむ,lithium (Li),
リッターカー,りったーかー,car with 1000cc engine,
リッチ,りっち,rich / wealthy / affluent,
リットル,りっとる,litre / liter,
リトアニア,りとあにあ,Lithuania,
リトグラフ,りとぐらふ,lithograph,
リトル,りとる,little,
リトルロック,りとるろっく,Little Rock,
リニア,りにあ,linear,
リネーム,りねーむ,rename,
リノール,りのーる,linoleic,
リハーサル,りはーさる,rehearsal,
リハビリ,りはびり,rehabilitation,
リバーシブル,りばーしぶる,reversible,
リバイバル,りばいばる,revival,
リバウンド,りばうんど,rebound,
リバティ,りばてぃ,liberty,
リビジョン,りびじょん,revision,
リビング,りびんぐ,living / lifestyle,
リピーター,りぴーたー,repeat customer / regular customer / repeat purchaser,
リフォーム,りふぉーむ,renovation (e.g. a house) / redecoration / refurbishment,
リフト,りふと,chairlift (e.g. at a ski resort) / ski lift,
リフレッシュ,りふれっしゅ,refreshment / refreshing oneself / refreshing one's spirit,
リブ,りぶ,rib (cut of meat),
リプライ,りぷらい,reply,
リベート,りべーと,rebate,
リベラリスト,りべらりすと,liberalist,
リベラリズム,りべらりずむ,liberalism,
リベラル,りべらる,liberal,
利比利亜,りべりあ,Liberia,
リボン,りぼん,ribbon,
リマ,りま,Lima (Peru),
リミット,りみっと,limit,
リミテッド,りみてっど,limited,
リム,りむ,rim,
リムジン,りむじん,limousine (stretched car),
リメイク,りめいく,remake,
リモート,りもーと,"remote (work, device, etc.)",
リモコン,りもこん,remote control,
リュージュ,りゅーじゅ,luge / toboggan / sledge,
リュート,りゅーと,lute,
リラ,りら,lilac (Syringa vulgaris),
リラックス,りらっくす,relaxing / relaxation,
リリース,りりーす,"release (of a film, product, etc.) / publication",
リレー,りれー,relay,
リンク,りんく,link / linking / linkage,
リング,りんぐ,ring,
リングサイド,りんぐさいど,ringside,
リンケージ,りんけーじ,linkage,
リンス,りんす,(hair) conditioner / rinse,
リンチ,りんち,beating (inflicted as punishment) / mob violence / mob justice,
ルーキー,るーきー,rookie,
ルージュ,るーじゅ,rouge (esp. lip rouge) / lipstick,
ルーズ,るーず,"careless (with something, esp. time, money, promises, etc.) / lax / sloppy",
ルーチン,るーちん,routine / routine duties / routine work,
ルーツ,るーつ,roots / origin,
ルート,るーと,route / path,
ルーフ,るーふ,roof,
ルーブル,るーぶる,Louvre (museum),
ループ,るーぷ,loop / band / ring,
ルーム,るーむ,room,
ルール,るーる,rule,
ルーレット,るーれっと,roulette,
ルイジアナ,るいじあな,Louisiana,
ルクス,るくす,lux (unit of illuminance),
ルサンチマン,るさんちまん,resentment,
ルック,るっく,look,
ルックス,るっくす,looks,
ルネサンス,るねさんす,Renaissance,
ルビー,るびー,ruby,
ルポ,るぽ,reportage / report / reporting,
ルミノール,るみのーる,luminol,
ルンゲ,るんげ,lung,
レーキ,れーき,rake,
レーク,れーく,lake,
レーサー,れーさー,racer,
レーザー,れーざー,laser,
レース,れーす,race,
レーダー,れーだー,radar,
レート,れーと,rate,
レーヨン,れーよん,rayon,
レール,れーる,rail (track),
レーン,れーん,lane (of a road),
レア,れあ,rare / uncommon / unusual,
レイアウト,れいあうと,layout,
レイオフ,れいおふ,(temporary) layoff,
レイプ,れいぷ,rape / sexual assault,
レインコート,れいんこーと,raincoat / mackintosh / macintosh,
レオタード,れおたーど,leotard,
レガース,れがーす,leg guards / shin guards / shin pads,
レガッタ,れがった,regatta,
レギュラー,れぎゅらー,regular / standard,
レクイエム,れくいえむ,requiem,
レクチャー,れくちゃー,lecture,
レグホン,れぐほん,Leghorn (var. of chicken),
レコード,れこーど,(phonograph) record,
レザー,れざー,leather,
レシート,れしーと,receipt / cash-register slip,
レシーバー,れしーばー,receiver,
レジ,れじ,(cash) register,
レジスター,れじすたー,(cash) register,
レジスタンス,れじすたんす,resistance (movement),
レジデンス,れじでんす,residence,
レジャー,れじゃー,leisure,
レスキュー,れすきゅー,rescue,
レスト,れすと,rest,
レストラン,れすとらん,restaurant (esp. Western-style),
レスリング,れすりんぐ,wrestling,
レズ,れず,lesbian / dyke / lesbo,
レセプション,れせぷしょん,reception,
レター,れたー,letter,
レタス,れたす,lettuce (Lactuca sativa),
レタリング,れたりんぐ,lettering,
レッカー,れっかー,tow truck / wrecker,
レッスン,れっすん,lesson,
レッテル,れってる,label / sticker,
レッド,れっど,red,
レディー,れでぃー,lady,
レトリック,れとりっく,rhetoric,
レトルト,れとると,retort (airtight vessel used to heat and sterilize canned or retort-pouch food),
レトロ,れとろ,retro / nostalgic / old-fashioned,
黎巴嫩,ればのん,Lebanon,
レパートリー,れぱーとりー,repertoire / repertory,
レビュー,れびゅー,review,
レフト,れふと,left,
レプラ,れぷら,leprosy,
レプリカ,れぷりか,replica,
レベル,れべる,level / standard / grade,
リポーター,りぽーたー,reporter,
レポート,れぽーと,report / paper,
檸檬,れもん,lemon,
レングス,れんぐす,length,
レンジ,れんじ,range / stove / cooker,
レンジャー,れんじゃー,ranger,
レンズ,れんず,lens,
レンタカー,れんたかー,rental car / rent-a-car / hire car,
レンタル,れんたる,rental,
レントゲン,れんとげん,X-ray,
ロー,ろー,low,
ローカル,ろーかる,local,
ローション,ろーしょん,lotion,
ロースト,ろーすと,roast,
ローズ,ろーず,rose,
ロゼ,ろぜ,rosé (wine),
ローター,ろーたー,rotor,
ロータス,ろーたす,lotus,
ロータリー,ろーたりー,rotary / roundabout / traffic circle,
ロード,ろーど,road,
ロードショー,ろーどしょー,roadshow (theatrical release),
ロードレース,ろーどれーす,road race,
ロープ,ろーぷ,rope,
ロープウェイ,ろーぷうぇい,ropeway / cableway / aerial lift,
ローマ字,ろーまじ,Latin alphabet / Roman alphabet,
ローム,ろーむ,loam,
ローラー,ろーらー,roller,
ローリング,ろーりんぐ,"rolling (of a ship, etc.)",
ロール,ろーる,roll / rolling up,
ローレル,ろーれる,laurel,
ローン,ろーん,loan,
ロイヤル,ろいやる,royal,
ロイヤリティ,ろいやりてぃ,royalty (payment),
ロカビリー,ろかびりー,rockabilly,
ログ,ろぐ,log (tree trunk or branch),
ロケ,ろけ,location (e.g. of film shoot) / remote (shoot at a remote location),
ロケーション,ろけーしょん,location,
ロケット,ろけっと,rocket,
ロケハン,ろけはん,location scouting,
ロココ,ろここ,rococo,
ロゴ,ろご,logo,
ロサンゼルス,ろさんぜるす,Los Angeles,
ロジアナ,ろじあな,logic analyzer,
ロジック,ろじっく,logic,
ロス,ろす,loss / waste (e.g. of time),
ロッカー,ろっかー,locker,
ロック,ろっく,lock,
ロックウール,ろっくうーる,rock wool / mineral wool,
ロッジ,ろっじ,lodge,
ロッド,ろっど,rod / pole / stick,
ロデオ,ろでお,rodeo,
ロビー,ろびー,lobby / lounge,
ロビイスト,ろびいすと,lobbyist,
ロフト,ろふと,loft,
ロボット,ろぼっと,robot,
浪漫,ろまん,romance (e.g. Arthurian romances) / heroic tale,
ロマンス,ろまんす,romance / love story,
ロマンチック,ろまんちっく,romantic,
ロング,ろんぐ,long,
ロングセラー,ろんぐせらー,longtime best seller / product with steady sales over a long time,
ロングラン,ろんぐらん,"long run (of a film, play, product, etc.)",
倫敦,ろんどん,London (UK),
ワーカー,わーかー,worker,
ワーキング,わーきんぐ,working,
ワーク,わーく,work,
ワースト,わーすと,worst,
ワード,わーど,word,
ワープ,わーぷ,warp (fictional faster-than-light spacecraft propulsion),
ワールド,わーるど,world,
ワイズ,わいず,wise,
ワイド,わいど,wide,
ワイドショー,わいどしょー,infotainment television program / TV gossip show / (tabloid) talk show,
ワイパー,わいぱー,windshield wiper / windscreen wiper,
ワイヤ,わいや,wire,
ワイヤレス,わいやれす,wireless,
ワイルド,わいるど,wild,
ワイン,わいん,wine,
ワウ,わう,wow (audio),
ワクチン,わくちん,vaccine,
ワゴン,わごん,wagon,
華盛頓,わしんとん,"Washington, D.C. (United States)",
ワックス,わっくす,wax (esp. for polishing),
ワット,わっと,watt,
ワッペン,わっぺん,badge (sewn on clothing) / embroidered badge / emblem,
ワニス,わにす,varnish,
ワラビー,わらびー,wallaby,
ワンタッチ,わんたっち,"single touch (of a button, etc.) / one-touch operation",
ワンピース,わんぴーす,dress,
ワンマン,わんまん,"one-man (show, team, etc.)",
亜鉛,あえん,zinc (Zn),
亜熱帯,あねったい,subtropics,
亜米利加,あめりか,(United States of) America / United States / US,
亜流,ありゅう,(inferior) imitator / epigone / poor imitation,
阿弥陀,あみだ,ghostleg lottery / ladder lottery / lottery in which participants trace a line across a lattice pattern to determine the winner,
哀れ,あわれ,pity / sorrow / grief,
哀感,あいかん,pathos / melancholy / sorrow,
哀歓,あいかん,joys and sorrows / happiness and sadness,
哀愁,あいしゅう,pathos / sorrow / grief,
哀切,あいせつ,pathetic / plaintive,
哀悼,あいとう,condolence / regret / tribute,
愛育,あいいく,tender nurture / affectionate rearing / raising with loving care,
愛煙家,あいえんか,heavy smoker / habitual smoker / person who loves smoking,
愛嬌,あいきょう,charm / attractiveness / amiability,
愛犬,あいけん,pet dog / beloved dog,
愛護,あいご,protection / tender care,
愛好,あいこう,love / adoration,
愛国,あいこく,love of one's country / patriotism,
愛妻,あいさい,beloved wife,
愛車,あいしゃ,"(one's) beloved car (or motorcycle, bicycle, etc.) / (one's) wheels",
愛書,あいしょ,great love of books,
愛唱,あいしょう,loving to sing (a song) / singing with great fondness,
愛称,あいしょう,pet name / nickname / affectionate name,
愛情,あいじょう,love / affection,
愛人,あいじん,lover / mistress,
愛蔵,あいぞう,treasured / cherished,
愛鳥,あいちょう,pet bird,
愛弟子,まなでし,favorite pupil / favourite pupil / teacher's pet,
愛読,あいどく,reading with pleasure,
愛馬,あいば,favourite horse / favorite horse,
愛用,あいよう,favorite / favourite / habitually used,
挨拶,あいさつ,greeting / greetings / salutation,
悪さ,わるさ,badness / mean mischief,
悪意,あくい,ill will / spite / evil intention,
悪影響,あくえいきょう,bad influence / negative influence,
悪化,あっか,deterioration / getting worse / worsening,
悪寒,おかん,chill / shakes / ague,
悪気,わるぎ,ill will / malice / evil intent,
悪戯,いたずら,mischief / prank / trick,
悪玉,あくだま,bad character / bad person / villain,
悪事,あくじ,evil deed / wrongdoing / crime,
悪質,あくしつ,malicious / vicious / malignant,
悪者,わるもの,bad guy / villain / evildoer,
悪習,あくしゅう,bad habit / bad custom / evil practice,
悪臭,あくしゅう,bad smell / foul smell / offensive odor,
悪循環,あくじゅんかん,vicious circle / vicious cycle,
悪女,あくじょ,wicked woman,
悪条件,あくじょうけん,unfavorable conditions / unfavourable conditions,
悪人,あくにん,bad person / villain / scoundrel,
悪性,あくせい,"malignant (cancer) / virulent / pernicious (anemia, anaemia)",
悪政,あくせい,misgovernment / misrule / bad government,
悪戦苦闘,あくせんくとう,hard fighting / hard struggle / fighting against heavy odds,
悪態,あくたい,abusive language,
悪天候,あくてんこう,bad weather,
悪党,あくとう,scoundrel / rascal / villain,
悪童,あくどう,bad boy / naughty child / brat,
悪徳,あくとく,vice / immorality / corruption,
悪評,あくひょう,bad reputation / infamy / ill repute,
悪弊,あくへい,corrupt practice / evil practice / bad custom,
悪法,あくほう,bad law,
悪魔,あくま,devil / demon / fiend,
悪夢,あくむ,nightmare / bad dream,
悪役,あくやく,villain / baddie / the villain's part,
悪用,あくよう,abuse / misuse / perversion,
悪路,あくろ,bad road,
悪ふざけ,わるふざけ,prank / practical joke / horseplay,
握り,にぎり,grasping / gripping / grasp,
握手,あくしゅ,handshake,
握力,あくりょく,grip (of hand) / grip strength,
旭日,きょくじつ,rising sun,
圧延,あつえん,rolling / extending by applying pressure,
圧巻,あっかん,highlight / best part,
圧殺,あっさつ,crushing to death,
圧死,あっし,death by crushing / being crushed to death,
圧縮,あっしゅく,compression,
圧縮空気,あっしゅくくうき,compressed air,
圧勝,あっしょう,overwhelming victory / crushing victory / sweeping victory,
圧政,あっせい,oppressive rule / tyrannical regime / despotism,
圧倒,あっとう,to overwhelm (e.g. an opponent) / to overpower / to crush,
圧倒的,あっとうてき,overwhelming,
圧迫,あっぱく,pressure,
圧力,あつりょく,pressure (e.g. political) / arm-twisting,
斡旋,あっせん,good offices / kind offices / services,
扱い,あつかい,treatment / service / dealing (with),
安らか,やすらか,peaceful / tranquil / calm,
安らぎ,やすらぎ,peace (of mind) / tranquility / tranquillity,
安易,あんい,easy / simple,
安穏,あんのん,peace / quiet / tranquility,
安価,あんか,low-priced / cheap / inexpensive,
安楽,あんらく,comfort / ease,
安楽死,あんらくし,euthanasia,
安産,あんざん,easy delivery / easy childbirth / safe birth,
安住,あんじゅう,living in peace / living a quiet life,
安上がり,やすあがり,cheap / economical,
安心,あんしん,peace of mind / relief / (sense of) security,
安静,あんせい,rest / quiet / repose,
安全,あんぜん,safety / security,
安全地帯,あんぜんちたい,safety zone,
安全保障,あんぜんほしょう,(guarantee of) security,
安息,あんそく,rest / repose,
安泰,あんたい,security / stability / safety,
安値,やすね,low price,
安置,あんち,enshrinement / installation (of an image),
安直,あんちょく,simple / easy / simplistic,
安定,あんてい,stability / steadiness / consistency,
安堵,あんど,relief / reassurance,
安売り,やすうり,bargain sale / selling cheaply / selling at a low price,
安否,あんぴ,safety / welfare / well-being,
安物,やすもの,cheap article / poor-quality article,
安保,あんぽ,security (e.g. national security),
安眠,あんみん,sound sleep / good sleep / quiet sleep,
あん摩,あんま,"massage (esp. anma, a traditional form of Japanese massage)",
暗闇,くらやみ,darkness / the dark,
暗雲,あんうん,dark clouds,
暗号,あんごう,code / password / cipher,
暗殺,あんさつ,assassination,
暗算,あんざん,mental arithmetic,
暗示,あんじ,hint / suggestion / clue,
暗礁,あんしょう,reef / sunken rock,
暗転,あんてん,(theatrical) blackout,
暗闘,あんとう,secret feud,
暗黙,あんもく,tacit / unspoken / implicit,
暗躍,あんやく,secret manoeuvres (maneuvers) / operating behind the scenes,
案外,あんがい,unexpected / unanticipated / unforeseen,
案件,あんけん,matter (to discuss) / item (on the agenda) / issue,
案内,あんない,guidance / leading (the way) / showing around,
案内書,あんないしょ,guidebook / guide,
杏林,きょうりん,apricot grove,
以下,いか,the following / the below-mentioned / the rest,
以後,いご,after this / from now on / hereafter,
以降,いこう,on and after / from ... onward / since,
以上,いじょう,the above / the above-mentioned / the aforementioned,
以心伝心,いしんでんしん,telepathy / tacit understanding / thought transference,
以前,いぜん,the past / before / previously,
以来,いらい,since / henceforth,
伊達,だて,elegance / dandyism / sophistication,
伊呂波,いろは,traditional ordering of the Japanese syllabary,
位置付け,いちづけ,placement / fixed position / mapping out,
依願,いがん,in accordance with one's request,
依拠,いきょ,dependence,
依頼,いらい,request / commission / entrusting (with a matter),
依頼者,いらいしゃ,client / requester,
偉業,いぎょう,great achievement / great feat / great work,
偉人,いじん,great person / eminent figure,
偉大,いだい,great / grand / magnificent,
囲い,かこい,enclosure / fence / wall,
囲碁,いご,go (board game),
委員,いいん,committee member,
委員会,いいんかい,committee / commission / board,
委員長,いいんちょう,chairperson (of a committee) / chair / chairman,
委託,いたく,entrusting (something to a person) / consignment (of goods) / putting in someone's charge,
委任,いにん,entrusting / charge / delegation,
委任状,いにんじょう,commission / proxy / power of attorney,
威圧,いあつ,coercion / overpowering / overawing,
威嚇,いかく,threat / intimidation / menace,
威厳,いげん,dignity / majesty / solemnity,
威光,いこう,power / authority / influence,
威信,いしん,prestige / dignity,
威勢,いせい,power / might / authority,
威風,いふう,majesty / dignity,
意外,いがい,unexpected / surprising,
意気,いき,spirit / heart / disposition,
意気軒昂,いきけんこう,in high spirits / elated,
意気消沈,いきしょうちん,low spirits / depression / dejection,
意気地,いくじ,self-respect / self-confidence / guts,
意気投合,いきとうごう,hit it off with (a person) / find a kindred spirit in (a person) / sympathy,
意義,いぎ,meaning / significance,
意見,いけん,opinion / view / comment,
意志,いし,will / volition / intention,
意思,いし,intention / wish / purpose,
意思決定,いしけってい,decision-making,
意思表示,いしひょうじ,expressing one's feelings / communicating one's intention,
意識,いしき,consciousness,
意匠,いしょう,design,
意図,いと,intention / aim / design,
意図的,いとてき,intentional / on purpose,
意地,いじ,stubbornness / obstinacy / willpower,
意地悪,いじわる,malicious / ill-tempered / unkind,
意中,いちゅう,one's mind / one's heart / one's intention,
意表,いひょう,surprise / something unexpected,
意味,いみ,meaning / significance / sense,
意味合い,いみあい,implication / nuance / shade of meaning,
慰安,いあん,solace / relaxation,
慰問,いもん,"visit to console someone / giving comfort (to the sick, injured, etc.) / expressing condolences (sympathy, concern, etc.)",
慰留,いりゅう,"dissuasion (from resigning, leaving, etc.) / persuading (to stay)",
慰霊祭,いれいさい,memorial service,
慰労,いろう,recognition of services,
椅子,いす,chair / seat / stool,
為政者,いせいしゃ,statesman / administrator / politician,
為替,かわせ,money order / draft,
為替管理,かわせかんり,exchange control,
為替銀行,かわせぎんこう,exchange bank,
為替相場,かわせそうば,exchange rate / rate of exchange,
畏敬,いけい,reverence / awe / respect,
畏怖,いふ,awe / fear / dread,
異議,いぎ,objection / dissent / protest,
異郷,いきょう,foreign country / foreign land / strange land,
異口同音,いくどうおん,(saying) with one voice / unanimously / in chorus,
異国,いこく,foreign country,
異彩,いさい,conspicuousness (usu. color) / prominence / distinctiveness,
異質,いしつ,"different (quality, nature) / heterogeneous",
異種,いしゅ,"different kind (species, variety) / heterologous / heterogenous",
異臭,いしゅう,offensive smell / bad smell / foul smell,
異常,いじょう,abnormal / unusual / extraordinary,
異状,いじょう,something wrong / something unusual / abnormality,
異色,いしょく,unique / distinctive / novel,
異性,いせい,the opposite sex,
異説,いせつ,different view / alternative theory / dissenting view,
異存,いぞん,objection,
異端,いたん,heresy / nonconformism / heathenism,
異動,いどう,(personnel) change / transfer / relocation,
異物,いぶつ,foreign substance / foreign body / foreign contamination,
異変,いへん,unusual event / strange occurrence / strange phenomenon,
異母,いぼ,different mother,
異邦人,いほうじん,foreigner,
異名,いみょう,another name / nickname / alias,
異様,いよう,strange / odd / peculiar,
異例,いれい,exceptional / unusual / extraordinary,
異論,いろん,different opinion / objection,
移り気,うつりぎ,fickle / capricious / inconstant,
移り変わり,うつりかわり,change (e.g. season),
移管,いかん,transfer of control,
移行,いこう,transition / changeover / switchover,
移住,いじゅう,migration / move / emigration,
移籍,いせき,transfer (of one's name into another family register),
移設,いせつ,"relocation (of facilities, an institution, factory, etc.) / moving (to a different site)",
移送,いそう,transfer / transport / transportation,
移転,いてん,moving / relocation / change of address,
移動,いどう,movement / transfer / migration,
移入,いにゅう,introduction (from outside) / import / bringing in,
移民,いみん,immigration / emigration,
維持,いじ,maintenance / preservation / improvement,
維新,いしん,reformation / revolution / renewal,
緯度,いど,latitude,
胃袋,いぶくろ,stomach,
胃腸,いちょう,stomach and intestines / gastrointestinal tract / digestive organs,
胃痛,いつう,stomach-ache / stomach pain / gastralgia,
衣装,いしょう,clothing / costume / outfit,
衣食,いしょく,food and clothing,
衣食住,いしょくじゅう,"food, clothing and shelter / necessities of life",
衣服,いふく,clothes,
衣料,いりょう,clothing,
違い,ちがい,difference / distinction / discrepancy,
違憲,いけん,unconstitutionality,
違反,いはん,violation / offense / offence,
違法,いほう,illegal / illicit / unlawful,
違約,いやく,breach of contract / default,
違和感,いわかん,uncomfortable feeling / feeling out of place / sense of discomfort,
遺影,いえい,portrait of a deceased person,
遺憾,いかん,regrettable / unsatisfactory / deplorable,
遺訓,いくん,teachings left by a deceased person / last instructions,
遺言,ゆいごん,will / testament / one's dying wish,
遺構,いこう,(archaeological) remains / remnants (of ancient structures) / ancient foundation,
遺稿,いこう,posthumous manuscripts,
遺骨,いこつ,cremated remains (esp. the bones) / ashes,
遺恨,いこん,grudge / ill will / enmity,
遺作,いさく,posthumous works,
遺産,いさん,inheritance / bequest / legacy,
遺志,いし,wishes of a deceased person / dying wish,
遺児,いじ,orphan / child left by the deceased,
遺失,いしつ,loss,
遺失物,いしつぶつ,lost article / lost property,
遺書,いしょ,note left by a dead person / suicide note / testamentary letter,
遺跡,いせき,(archeological) remains / ruins / relics,
遺族,いぞく,bereaved family / surviving family / family of the deceased,
遺体,いたい,(dead) body / corpse / remains,
遺伝,いでん,heredity / (genetic) inheritance,
遺伝学,いでんがく,(study of) genetics,
遺伝子,いでんし,gene,
遺伝病,いでんびょう,hereditary (genetic) disease,
遺品,いひん,things left (to one) by the deceased / inherited item / estate,
遺物,いぶつ,relic / remains / memento,
遺留,いりゅう,leaving behind (after death) / bequest,
遺留品,いりゅうひん,"article left behind (at a crime scene, after death, etc.)",
医院,いいん,doctor's office / doctor's surgery / clinic,
医科,いか,medical science / medical department,
医学,いがく,medicine / medical science,
医学部,いがくぶ,faculty of medicine / college of medicine / department of medicine,
医官,いかん,medical officer,
医局,いきょく,medical office (esp. in a hospital) / doctor's office,
医師,いし,doctor / physician,
医師会,いしかい,medical association,
医事,いじ,medical practice,
医者,いしゃ,doctor / physician,
医大,いだい,medical university / medical college / medical school,
医長,いちょう,medical director / chief physician,
医務,いむ,medical affairs,
医務室,いむしつ,doctor's office / medical office / sickbay,
医薬,いやく,medicine / (pharmaceutical) drug / medical treatment,
医薬品,いやくひん,medical and pharmaceutical products / medicinal supplies / drugs,
医療,いりょう,medical treatment / medical care,
井戸,いど,water well,
井戸掘り,いどほり,well digging / well digger,
井戸水,いどみず,well water,
井戸端会議,いどばたかいぎ,content-free chat / idle gossip / watercooler talk,
井筒,いづつ,well curb / well kerb,
域外,いきがい,outside the area,
域内,いきない,inside the area,
育ち,そだち,growth / breeding,
育英,いくえい,education of gifted young people / providing financial support to gifted students,
育児,いくじ,childcare / child-rearing / nursing,
育種,いくしゅ,breeding (of plants or animals),
育苗,いくびょう,raising seedlings,
育毛剤,いくもうざい,hair growth formula / hair growth agent,
磯辺,いそべ,seashore / beach,
一つ,ひとつ,for one thing,
一つ一つ,ひとつひとつ,one-by-one / separately / in detail,
一握り,ひとにぎり,a handful (of),
一安心,ひとあんしん,feeling of relief (for the time being) / peace of mind (for now),
一案,いちあん,idea / plan,
